SOLAR	9k09s	-2.41051882025323872E17
SOLAR	9k09j	-2.41051882025323872E17
SOLAR	9k09x	-2.41051882025323872E17
SOLAR	9k096	-2.41051882025323872E17
SOLAR	9k0kx	-2.41051882025323872E17
SOLAR	9k0kc	-2.41051882025323872E17
SOLAR	9k0kk	-2.41051882025323872E17
SOLAR	9k0k6	-2.41051882025323872E17
SOLAR	9k0u6	-2.41051882025323872E17
SOLAR	9k0ux	-2.41051882025323872E17
SOLAR	9k0ut	-2.41051882025323872E17
SOLAR	9k183	-2.41051882025323872E17
SOLAR	9k18s	-2.41051882025323872E17
SOLAR	9k18w	-2.41051882025323872E17
SOLAR	9k18p	-2.41051882025323872E17
SOLAR	9k1j6	-2.41051882025323904E17
SOLAR	9k1jp	-2.41051882025323904E17
SOLAR	9k1jx	-2.41051882025323904E17
SOLAR	9k1js	-2.41051882025323904E17
SOLAR	9k1td	-2.41051882025323872E17
SOLAR	9k1tz	-2.41051882025323872E17
SOLAR	9k1tt	-2.41051882025323872E17
SOLAR	9k1tj	-2.41051882025323872E17
SOLAR	9k273	-2.41051882025323872E17
SOLAR	9k27b	-2.41051882025323872E17
SOLAR	9k27w	-2.41051882025323872E17
SOLAR	9k277	-2.41051882025323872E17
SOLAR	9k27g	-2.41051882025323872E17
SOLAR	9k2sw	-2.41051882025323872E17
SOLAR	9k2sb	-2.41051882025323872E17
SOLAR	9k2s7	-2.41051882025323872E17
SOLAR	9k2sf	-2.41051882025323872E17
SOLAR	9k2s2	-2.41051882025323872E17
SOLAR	9k36b	-2.41051882025323872E17
SOLAR	9k361	-2.41051882025323872E17
SOLAR	9k36q	-2.41051882025323872E17
SOLAR	9k36g	-2.41051882025323872E17
SOLAR	9k367	-2.41051882025323872E17
SOLAR	9k3h3	-2.41051882025323872E17
SOLAR	9k3hp	-2.41051882025323872E17
SOLAR	9k3hs	-2.41051882025323872E17
SOLAR	9k3hw	-2.41051930235541216E17
SOLAR	9k3rk	-2.41051882025323872E17
SOLAR	9k3rc	-2.41051930235541216E17
SOLAR	9k3rx	-2.41051882025323872E17
SOLAR	9k3r6	-2.41051882025323872E17
SOLAR	9k45r	-2.41051882025323872E17
SOLAR	9k45j	-2.41051882025323872E17
SOLAR	9k454	-2.41051882025323872E17
SOLAR	9k45d	-2.41051882025323872E17
SOLAR	9k45u	-2.41051882025323872E17
SOLAR	9k45z	-2.41051882025323872E17
SOLAR	9k4g2	-2.41051882025323872E17
SOLAR	9k4gt	-2.41051882025323872E17
SOLAR	9k4gn	-2.41051882025323872E17
SOLAR	9k4ge	-2.41051882025323872E17
SOLAR	9k4q5	-2.41051882025323872E17
SOLAR	9k4qd	-2.41051882025323872E17
SOLAR	9k4qt	-2.41051882025323872E17
SOLAR	9k4q8	-2.41051882025323872E17
SOLAR	9k4qj	-2.41051930235541248E17
SOLAR	9k549	-2.41051882025323872E17
SOLAR	9k54p	-2.41051882025323872E17
SOLAR	9k54w	-2.41051882025323872E17
SOLAR	9k54h	-2.41051882025323872E17
SOLAR	9k54s	-2.41051882025323872E17
SOLAR	9k5fk	-2.41051882025323872E17
SOLAR	9k5fr	-2.41051882025323872E17
SOLAR	9k5fu	-2.41051882025323872E17
SOLAR	9k5fc	-2.41051882025323872E17
SOLAR	9k5f6	-2.41051882025323872E17
SOLAR	9k5pj	-2.41051882025323872E17
SOLAR	9k5pv	-2.41051882025323872E17
SOLAR	9k5p8	-2.41051882025323872E17
SOLAR	9k5pd	-2.41051882025323872E17
SOLAR	9k5p5	-2.41051930235541248E17
SOLAR	9k5z3	-2.41051882025323872E17
SOLAR	9k5zw	-2.41051930235541216E17
SOLAR	9k5z7	-2.41051882025323872E17
SOLAR	9k5zb	-2.41051882025323872E17
SOLAR	9k630	-2.41051882025323872E17
SOLAR	9k638	-2.41051882025323872E17
SOLAR	9k63f	-2.41051882025323872E17
SOLAR	9k63v	-2.41051882025323872E17
SOLAR	9k635	-2.41051882025323872E17
SOLAR	9k63q	-2.41051882025323872E17
SOLAR	9k6ek	-2.41051882025323872E17
SOLAR	9k6e3	-2.41051882025323872E17
SOLAR	9k6ec	-2.41051882025323872E17
SOLAR	9k6ex	-2.41051882025323872E17
SOLAR	9k6ym	-2.41051882025323872E17
SOLAR	9k6y6	-2.41051882025323872E17
SOLAR	9k6yf	-2.41051882025323872E17
SOLAR	9k72t	-2.41051882025323872E17
SOLAR	9k72z	-2.41051882025323872E17
SOLAR	9k72j	-2.41051882025323872E17
SOLAR	9k72d	-2.41051882025323872E17
SOLAR	9k7dg	-2.41051882025323872E17
SOLAR	9k7dy	-2.41051882025323872E17
SOLAR	9k7dk	-2.41051882025323872E17
SOLAR	9k7dc	-2.41051882025323872E17
SOLAR	9k7d1	-2.41051882025323872E17
SOLAR	9k7dq	-2.41051882025323872E17
SOLAR	9k7n5	-2.41051882025323872E17
SOLAR	9k7n8	-2.41051882025323872E17
SOLAR	9k7nn	-2.41051882025323872E17
SOLAR	9k7nt	-2.41051930235541216E17
SOLAR	9k7nd	-2.41051930235541216E17
SOLAR	9k7xf	-2.41051882025323872E17
SOLAR	9k7x0	-2.41051882025323872E17
SOLAR	9k7x7	-2.41051882025323872E17
SOLAR	9k7xm	-2.41051882025323872E17
SOLAR	9k81b	-2.41051882025323872E17
SOLAR	9k81f	-2.41051882025323872E17
SOLAR	9k817	-2.41051882025323872E17
SOLAR	9k810	-2.41051930235541248E17
SOLAR	9k81q	-2.41051882025323872E17
SOLAR	9k8cr	-2.41051882025323872E17
SOLAR	9k8cc	-2.41051882025323872E17
SOLAR	9k8c4	-2.41051882025323872E17
SOLAR	9k8cm	-2.41051882025323872E17
SOLAR	9k8cu	-2.41051882025323872E17
SOLAR	9k8md	-2.41051930235541216E17
SOLAR	9k8mn	-2.41051882025323872E17
SOLAR	9k8mt	-2.41051882025323872E17
SOLAR	9k8m2	-2.41051882025323872E17
SOLAR	9k8wj	-2.41051882025323904E17
SOLAR	9k8wd	-2.41051882025323904E17
SOLAR	9k8wt	-2.41051882025323904E17
SOLAR	9k8wz	-2.41051882025323904E17
SOLAR	9k900	-2.41051882025323872E17
SOLAR	9k907	-2.41051882025323872E17
SOLAR	9k90b	-2.41051882025323904E17
SOLAR	9k90q	-2.41051882025323872E17
SOLAR	9k90f	-2.41051882025323872E17
SOLAR	9k9b4	-2.41051882025323904E17
SOLAR	9k9b9	-2.41051882025323904E17
SOLAR	9k9bz	-2.41051882025323904E17
SOLAR	9k9bj	-2.41051882025323904E17
SOLAR	9k9bu	-2.41051882025323904E17
SOLAR	9k9br	-2.41051882025323904E17
SOLAR	9k9vv	-2.41051882025323904E17
SOLAR	9k9vf	-2.41051882025323904E17
SOLAR	9k9vq	-2.41051882025323904E17
SOLAR	9k9v0	-2.41051882025323904E17
SOLAR	9k9v5	-2.41051882025323904E17
SOLAR	9k9v8	-2.41051882025323904E17
SOLAR	9kb9d	-2.41051882025323872E17
SOLAR	9kb9z	-2.41051882025323872E17
SOLAR	9kb9j	-2.41051882025323872E17
SOLAR	9kb94	-2.41051882025323872E17
SOLAR	9kb9v	-2.41051882025323872E17
SOLAR	9kbkj	-2.41051882025323872E17
SOLAR	9kbkd	-2.41051882025323872E17
SOLAR	9kbks	-2.41051882025323872E17
SOLAR	9kbkz	-2.41051882025323872E17
SOLAR	9kbu5	-2.41051882025323904E17
SOLAR	9kbun	-2.41051882025323872E17
SOLAR	9kbue	-2.41051882025323904E17
SOLAR	9kbuv	-2.41051882025323904E17
SOLAR	9kbu8	-2.41051882025323904E17
SOLAR	9kc8n	-2.41051882025323872E17
SOLAR	9kc88	-2.41051882025323872E17
SOLAR	9kc8v	-2.41051882025323872E17
SOLAR	9kc85	-2.41051882025323872E17
SOLAR	9kc8d	-2.41051882025323872E17
